,fullName,termType,rxcui
251,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Boostrix]",SBD,1300370
252,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD,1300377
253,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Boostrix]",SBD,1300378
254,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",SCD,2468237
255,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Vaxelis]",SBD,2468239
256,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD,2109615
257,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Vaxelis]",SBD,2109620
258,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD,2587054
259,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Quadracel]",SBD,2587057
260,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",SCD,2593118
261,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Quadracel]",SBD,2593121
262,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD,1607803
263,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Quadracel]",SBD,1607808
264,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",SCD,830549
265,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Kinrix]",SBD,830552
266,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",SCD,1300385
267,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Infanrix]",SBD,1300386
268,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",SCD,1300382
269,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [Infanrix]",SBD,1300384
270,0.5 ML buprenorphine 200 MG/ML Prefilled Syringe,SCD,1996184
271,0.5 ML buprenorphine 200 MG/ML Prefilled Syringe [Sublocade],SBD,1996189
272,0.5 ML chondroitin sulfates 40 MG/ML / sodium hyaluronate 30 MG/ML Prefilled Syringe,SCD,1098137
273,0.5 ML chondroitin sulfates 40 MG/ML / sodium hyaluronate 30 MG/ML Prefilled Syringe [Viscoat],SBD,1098139
274,0.5 ML choriogonadotropin alfa 0.5 MG/ML Prefilled Syringe,SCD,727505
275,0.5 ML choriogonadotropin alfa 0.5 MG/ML Prefilled Syringe [Ovidrel],SBD,727507
276,0.5 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe,SCD,978740
277,0.5 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe [Fragmin],SBD,978741
278,0.5 ML darbepoetin alfa 0.2 MG/ML Prefilled Syringe,SCD,730044
279,0.5 ML darbepoetin alfa 0.2 MG/ML Prefilled Syringe [Aranesp],SBD,730046
280,0.5 ML diazepam 5 MG/ML Rectal Gel,SCD,801957
281,0.5 ML diazepam 5 MG/ML Rectal Gel [Diastat],SBD,801958
282,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD,807277
283,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Tenivac]",SBD,1190916
284,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",SCD,807273
285,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Tenivac]",SBD,1190919
286,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 4 UNT/ML Injection",SCD,205259
287,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 4 UNT/ML Injection [Tdvax]",SBD,2106334
288,"0.5 ML diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD,1244205
289,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,SCD,1551295
290,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,1551300
291,0.5 ML dulaglutide 3 MG/ML Auto-Injector,SCD,1551304
292,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,1551306
293,0.5 ML dulaglutide 6 MG/ML Auto-Injector,SCD,2395777
294,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,2395779
295,0.5 ML dulaglutide 9 MG/ML Auto-Injector,SCD,2395783
296,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,2395785
297,0.5 ML etanercept 50 MG/ML Injection,SCD,2392140
298,0.5 ML etanercept 50 MG/ML Injection [Enbrel],SBD,2392142
299,0.5 ML etanercept 50 MG/ML Prefilled Syringe,SCD,809158
300,0.5 ML etanercept 50 MG/ML Prefilled Syringe [Enbrel],SBD,809159
301,0.5 ML etanercept-ykro 50 MG/ML Prefilled Syringe,SCD,2462521
302,0.5 ML etanercept-ykro 50 MG/ML Prefilled Syringe [Eticovo],SBD,2462522
303,0.5 ML etelcalcetide 5 MG/ML Injection,SCD,1876137
304,0.5 ML etelcalcetide 5 MG/ML Injection [Parsabiv],SBD,1876138
305,0.5 ML fentanyl 0.05 MG/ML Prefilled Syringe,SCD,2629337
306,0.5 ML filgrastim 0.6 MG/ML Prefilled Syringe,SCD,727535
307,0.5 ML filgrastim 0.6 MG/ML Prefilled Syringe [Neupogen],SBD,727537
308,0.5 ML filgrastim-aafi 0.6 MG/ML Prefilled Syringe,SCD,2057200
309,0.5 ML filgrastim-aafi 0.6 MG/ML Prefilled Syringe [Nivestym],SBD,2057205
310,0.5 ML filgrastim-ayow 0.6 MG/ML Prefilled Syringe,SCD,2595944
311,0.5 ML filgrastim-ayow 0.6 MG/ML Prefilled Syringe [Releuko],SBD,2595950
312,0.5 ML filgrastim-sndz 0.6 MG/ML Prefilled Syringe,SCD,1605066
313,0.5 ML filgrastim-sndz 0.6 MG/ML Prefilled Syringe [Zarxio],SBD,1605071
314,0.5 ML follitropin alfa 600 UNT/ML Pen Injector,SCD,1654171
315,0.5 ML follitropin alfa 600 UNT/ML Pen Injector [Gonal F],SBD,1594432
316,0.5 ML follitropin beta 300 UNT/ML Injection,SCD,388911
317,0.5 ML fondaparinux sodium 5 MG/ML Prefilled Syringe,SCD,861360
318,0.5 ML fondaparinux sodium 5 MG/ML Prefilled Syringe [Arixtra],SBD,861362
319,0.5 ML ganirelix acetate 0.5 MG/ML Prefilled Syringe,SCD,855200
320,0.5 ML ganirelix acetate 0.5 MG/ML Prefilled Syringe [Fyremadel],SBD,2587594
321,0.5 ML golimumab 100 MG/ML Auto-Injector,SCD,1653142
322,0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi],SBD,1653144
323,0.5 ML golimumab 100 MG/ML Prefilled Syringe,SCD,848160
324,0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi],SBD,848164
325,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML Injection,SCD,798447
326,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML Injection [PedvaxHIB],SBD,798451
327,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection",SCD,1300466
328,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection [ActHIB]",SBD,1300468
329,"0.5 ML Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML Injection",SCD,1300808
330,"0.5 ML Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML Injection [Hiberix]",SBD,1300810
331,"0.5 ML heparin sodium, porcine 10000 UNT/ML Cartridge",SCD,1361853
332,"0.5 ML heparin sodium, porcine 10000 UNT/ML Injection",SCD,1658634
333,"0.5 ML heparin sodium, porcine 10000 UNT/ML Prefilled Syringe",SCD,2121591
334,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Injection,SCD,1658065
335,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Injection [Havrix],SBD,1658066
336,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe,SCD,798481
337,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe [Havrix],SBD,798482
338,"0.5 ML hepatitis A virus strain CR 326F antigen, inactivated 50 UNT/ML Injection",SCD,1658105
339,"0.5 ML hepatitis A virus strain CR 326F antigen, inactivated 50 UNT/ML Injection [Vaqta]",SBD,1658106
340,"0.5 ML hepatitis A virus strain CR 326F antigen, inactivated 50 UNT/ML Prefilled Syringe",SCD,836635
341,"0.5 ML hepatitis A virus strain CR 326F antigen, inactivated 50 UNT/ML Prefilled Syringe [Vaqta]",SBD,836636
342,0.5 ML hepatitis B immune globulin 220 UNT/ML Prefilled Syringe,SCD,825157
343,0.5 ML hepatitis B immune globulin 220 UNT/ML Prefilled Syringe [Hyperhep B],SBD,825159
344,0.5 ML hepatitis B surface antigen vaccine 0.01 MG/ML Injection,SCD,1658154
345,0.5 ML hepatitis B surface antigen vaccine 0.01 MG/ML Injection [Recombivax],SBD,1658155
346,0.5 ML hepatitis B surface antigen vaccine 0.01 MG/ML Prefilled Syringe,SCD,830252
347,0.5 ML hepatitis B surface antigen vaccine 0.01 MG/ML Prefilled Syringe [Recombivax],SBD,830253
348,0.5 ML hepatitis B surface antigen vaccine 0.02 MG/ML Injection,SCD,1658142
349,0.5 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe,SCD,798429
350,0.5 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],SBD,798430
351,0.5 ML hepatitis B surface antigen vaccine 0.04 MG/ML Injection,SCD,1994347
352,0.5 ML hepatitis B surface antigen vaccine 0.04 MG/ML Prefilled Syringe,SCD,2050057
353,0.5 ML hepatitis B surface antigen vaccine 0.04 MG/ML Prefilled Syringe [Heplisav-B],SBD,2050059
354,0.5 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe,SCD,1433251
355,0.5 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe [Dilaudid],SBD,1872752
356,0.5 ML influenza A virus A/Darwin/11/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Delaware/55/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Singapore/INFTT-16-0610/2016 antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Prefilled Syringe,SCD,2605729
357,0.5 ML influenza A virus A/Darwin/11/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Delaware/55/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Singapore/INFTT-16-0610/2016 antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Prefilled Syringe [Flucelvax Quadrivalent 2022-2023],SBD,2605735
358,0.5 ML influenza A virus A/Darwin/6/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe,SCD,2605090
359,0.5 ML influenza A virus A/Darwin/6/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Afluria Quadrivalent 2022-2023],SBD,2605557
360,0.5 ML influenza A virus A/Darwin/6/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluad Quadrivalent 2022-2023],SBD,2605540
361,0.5 ML influenza A virus A/Darwin/6/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluarix Quadrivalent 2022-2023],SBD,2605096
362,0.5 ML influenza A virus A/Darwin/6/2021 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Wisconsin/588/2019 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML Prefilled Syringe,SCD,2605564
363,0.5 ML influenza A virus A/Darwin/6/2021 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Wisconsin/588/2019 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML Prefilled Syringe [Flublok Quadrivalent 2022-2023],SBD,2605570
364,0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Sydney/5/2021 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe,SCD,2630657
365,0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Sydney/5/2021 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2023 Southern Hemisphere],SBD,2630660
366,0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe,SCD,2605045
367,0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Flulaval Quadrivalent 2022-2023],SBD,2605051
368,0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injection,SCD,2605546
369,0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injection [Fluzone Quadrivalent 2022-2023],SBD,2605549
